"BNetzA-ID";"Kraftwerksname";"Blockname";"Energieträger";"KWK
Ja/Nein";"PLZ";"Ort";"Bundesland/
Land";"Inbetrieb-
nahmejahr";"Status";"el. Leistung
06.02.2020";"A 2035:
KWK-Ersatz";"A 2035:
Leistung";"B 2035
KWK-Ersatz";"B 2035:
Leistung";"C 2035:
KWK-Ersatz";"C 2035:
Leistung";"B 2040:
KWK-Ersatz";"B 2040:
Leistung"
"BNA0017";"Heizkraftwerk Alt-
bach/Deizisau";"ALT GT B";"Erdgas";"Nein";"73776";"Altbach";"BW";1973;"in Betrieb";57;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0245a";"Emden Gas";"Gasturbine";"Erdgas";"Nein";"26725";"Emden";"NI";1973;"in Betrieb";52;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0245b";"Emden Gas";"Dampfturbine";"Erdgas";"Nein";"26725";"Emden";"NI";1973;"Vorläufig
Stillgelegt";433;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0574a";"Landesbergen Gas";"Gasturbine";"Erdgas";"Nein";"31628";"Landesbergen";"NI";1973;"in Betrieb";56;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0574b";"Landesbergen Gas";"Dampfturbine";"Erdgas";"Nein";"31628";"Landesbergen";"NI";1973;"Vorläufig
Stillgelegt";431;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0604";"Emsland";"B2";"Erdgas";"Ja";"49811";"Lingen";"NI";1973;"in Betrieb";359;"Nein";359;"Nein";359;"Nein";359;"Nein";359
"BNA0658";"Kraftwerk III";"Block 311";"Erdgas";"Ja";"45772";"Marl";"NW";1973;"in Betrieb";61,1;"Nein";61,1;"Nein";61,1;"Nein";61,1;"Nein";61,1
"BNA0744";"Franken 1";1;"Erdgas";"Nein";"90449";"Nürnberg";"BY";1973;"saisonale
Konservie-
rung";383;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1039";"Gersteinwerk";"F1";"Erdgas";"Nein";"59368";"Werne";"NW";1973;"in Betrieb";55;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1040";"Gersteinwerk";"G1";"Erdgas";"Nein";"59368";"Werne";"NW";1973;"in Betrieb";55;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1042";"Gersteinwerk";"I1";"Erdgas";"Nein";"59368";"Werne";"NW";1973;"in Betrieb";55;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1043";"Gersteinwerk";"I2";"Erdgas";"Nein";"59368";"Werne";"NW";1973;"Vorläufig
Stillgelegt";355;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1044";"Gersteinwerk";"F2";"Erdgas";"Nein";"59368";"Werne";"NW";1973;"in Betrieb";355;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1045";"Gersteinwerk";"G2";"Erdgas";"Nein";"59368";"Werne";"NW";1973;"in Betrieb";355;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0752";"HKW 1";"HKW 1";"Erdgas";"Ja";"46045";"Oberhausen";"NW";1972;"in Betrieb";23,1;"Nein";23,1;"Nein";23,1;"Nein";23,1;"Nein";23,1
"BNA1821";"Energieversogung Wedding";;"Erdgas";"Ja";"13353";"Berlin";"BE";1972;"in Betrieb";15;"Nein";15;"Nein";15;"Nein";15;"Nein";15
"BNA0016";"Heizkraftwerk Alt-
bach/Deizisau";"ALT GT A (Solo)";"Erdgas";"Nein";"73776";"Altbach";"BW";1971;"in Betrieb";50;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0135";"HKW-Mitte";"Block 12";"Erdgas";"Ja";"38106";"Braunschweig";"NI";1971;"in Betrieb";20;"Nein";20;"Nein";20;"Nein";20;"Nein";20
"BNA1085";"Heizkraftwerke an der
Friedensbrücke";"TSIII";"Erdgas";"Ja";"97080";"Würzburg";"BY";1971;"in Betrieb";23;"Nein";23;"Nein";23;"Nein";23;"Nein";23
"BNA1523d";"Gemeinschaftskraftwerk Weig";"Block 4 (Kessel 1,
DT 2 und 3
anteilig)";"Erdgas";"Ja";"56727";"Mayen";"RP";1971;"Vorläufig
Stillgelegt";8,4;"Nein";8,4;"Nein";8,4;"Nein";8,4;"Nein";8,4
"BNA1248a";"UPM Schongau";"Dampfkraftwerk";"Erdgas";"Ja";"86956";"Schongau";"BY";1969;"in Betrieb ***";64;"Nein";64;"Nein";64;"Nein";64;"Nein";64
"BNA1333b";"HKW Pfaffenwald";"Block 50";"Erdgas";"Ja";"70569";"Stuttgart";"BW";1969;"in Betrieb";11,3;"Nein";11,3;"Nein";11,3;"Nein";11,3;"Nein";11,3
"BNA1333c";"HKW Pfaffenwald";"Block 60";"Erdgas";"Ja";"70569";"Stuttgart";"BW";1968;"in Betrieb";11,6;"Nein";11,6;"Nein";11,6;"Nein";11,6;"Nein";11,6
"BNA1335b";"PKV Kraftwerk";"Kondensations-
turbine";"Erdgas";"Nein";"26316";"Varel";"NI";1968;"in Betrieb";0,5;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0444";"Wintershall";"Wintershall";"Erdgas";"Ja";"36266";"Heringen";"HE";1967;"in Betrieb";69;"Nein";69;"Nein";69;"Nein";69;"Nein";69
"BNA0101";"HKW Schildescher Straße";;"Erdgas";"Ja";"33611";"Bielefeld";"NW";1966;"in Betrieb";41;"Nein";41;"Nein";41;"Nein";41;"Nein";41
"BNA1094";"Gaskraftwerk";"GKW";"Erdgas";"Ja";"53910";"Zülpich";"NW";1966;"in Betrieb";15,1;"Nein";15,1;"Nein";15,1;"Nein";15,1;"Nein";15,1
"BNA1103";"UPM Augsburg";"Dampfturbine 3";"Erdgas";"Ja";"86153";"Augsburg";"BY";1966;"Vorläufig
Stillgelegt";29;"Nein";29;"Nein";29;"Nein";29;"Nein";29
"BNA0137";"HKW-Nord";"GT";"Erdgas";"Ja";"38112";"Braunschweig";"NI";1965;"in Betrieb";25;"Nein";25;"Nein";25;"Nein";25;"Nein";25
"BNA1182";"HKW Merkenich";"Block 4";"Erdgas";"Ja";"50769";"Köln";"NW";1965;"in Betrieb";15,5;"Nein";15,5;"Nein";15,5;"Nein";15,5;"Nein";15,5
"BNA1271";"Unterbreizbach";"Unterbreizbach";"Erdgas";"Ja";"36414";"Unterbreiz-
bach";"TH";1965;"in Betrieb";20;"Nein";20;"Nein";20;"Nein";20;"Nein";20
"BNA0804";"Hattorf";"Hattorf";"Erdgas";"Ja";"36269";"Philippsthal";"HE";1962;"in Betrieb";52;"Nein";52;"Nein";52;"Nein";52;"Nein";52
"BNA1938";"KWK-Anlage Neukochen";"Neukochen 10";"Erdgas";"Ja";"73432";"Aalen";"BW";1960;"in Betrieb";15;"Nein";15;"Nein";15;"Nein";15;"Nein";15
"BNA1498";"Werk Nordstemmen";;"Erdgas";"Ja";"31171";"Nordstemmen";"NI";1953;"in Betrieb";30,6;"Nein";30,6;"Nein";30,6;"Nein";30,6;"Nein";30,6
"BNA1336";"Holthausen";;"Erdgas";"Ja";"40589";"Düsseldorf";"NW";1948;"in Betrieb";84;"Nein";84;"Nein";84;"Nein";84;"Nein";84
"BNA0012b";"Werkskraftwerk Sappi Alfeld";"Gaskraftwerk";"Erdgas";"Ja";"31061";"Alfeld";"NI";1947;"in Betrieb";11;"Nein";11;"Nein";11;"Nein";11;"Nein";11
"BNA0856";"HKW Schwarza";;"Erdgas";"Ja";"07407";"Rudolstadt";"TH";1936;"in Betrieb";26,5;"Nein";26,5;"Nein";26,5;"Nein";26,5;"Nein";26,5
"BNA0755a";"Obernburg";2;"Erdgas";"Ja";"63784";"Obernburg";"BY";1920;"in Betrieb";40;"Nein";40;"Nein";40;"Nein";40;"Nein";40
"BNA1524";"Heizkraftwerk Bomlitz";;"Erdgas";"Ja";"29699";"Bomlitz";"NI";1912;"in Betrieb";12,8;"Nein";12,8;"Nein";12,8;"Nein";12,8;"Nein";12,8
"BNAP092";"Rheinhafendampfkraftwerk
Block 6";"RDK 6";"Erdgas";"Nein";"76189";"Karlsruhe";"BW";;"In Planung";465;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP135";"Altbach";"GT X";"Erdgas";"Ja";"73776";"Altbach";"BW";;"In Planung";600;"Nein";600;"Nein";600;"Nein";600;"Nein";600
"BNAP137";"Heilbronn";"GT X";"Erdgas";"Ja";"74076";"Heilbronn";"BW";;"In Planung";600;"Nein";600;"Nein";600;"Nein";600;"Nein";600
"BNAP231";"Marbach";"GT Y";"Erdgas";"Nein";"71672";"Marbach";"BW";;"In Planung";300;"Nein";300;"Nein";300;"Nein";300;"Nein";300
"n. v.";"GuD Kraftwerk Walsum";;"Erdgas";;;"Duisburg";"NW";;"In Planung";640;"Nein";640;"Nein";640;"Nein";640;"Nein";640
"n. v.";"KWK Anlage Audi AG Werk
Neckarsulm";;"Erdgas";;;"Neckarsulm";"BW";;"In Planung";0;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"n. v.";"Kraftwerk Biblis";;"Erdgas";;;"Biblis";"HE";;"In Planung";300;"Nein";300;"Nein";300;"Nein";300;"Nein";300
"n. v.";"Kraftwerk Staudinger";;"Erdgas";;;"Großkrotzen-
burg";"HE";;"In Planung";300;"Nein";300;"Nein";300;"Nein";300;"Nein";300
"n. v.";"Kraftwerk Heyden";;"Erdgas";;;"Heyden";"NW";;"In Planung";300;"Nein";300;"Nein";300;"Nein";300;"Nein";300
"n. v.";"GuD Anlage Aalen";;"Erdgas";;;"Aalen";"BW";;"In Planung";85;"Nein";85;"Nein";85;"Nein";85;"Nein";85
"n. v.";"GHKW VW2";;"Erdgas";;;"Wolfsburg";"NIW";;"In Planung";0;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"KW<10 MW";;;"Erdgas";"Ja";;"ohne
Zuordnung";;;"in Betrieb";3569,6;"Nein";3569,6;"Nein";3569,6;"Nein";3569,6;"Nein";3569,6
"BNA0686";"Gemeinschaftskernkraftwerk
Neckarwestheim II";"GKN II";"Kernenergie";"Nein";"74382";"Neckarwest-
heim";"BW";1989;"in Betrieb";1310;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0263";"Isar 2";"KKI 2";"Kernenergie";"Nein";"84051";"Essenbach";"BY";1988;"in Betrieb";1410;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0607";"Kernkraftwerk Emsland";"KKE";"Kernenergie";"Nein";"49811";"Lingen";"NI";1988;"in Betrieb";1336;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0157";"Brokdorf";"KBR";"Kernenergie";"Nein";"25576";"Brokdorf";"SH";1986;"in Betrieb";1410;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0251";"Grohnde";"KWG";"Kernenergie";"Nein";"31857";"Emmerthal";"NI";1985;"in Betrieb";1360;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0382";"Kernkraft Gundremmingen";"C";"Kernenergie";"Nein";"89355";"Gundremmin-
gen";"BY";1984;"in Betrieb";1288;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP034";"GKB";"GKB";"Kuppelgase";"Ja";"46238";"Bottrop";"NW";2023;"In Planung";100;"Nein";100;"Nein";100;"Nein";100;"Nein";100
"BNAP187";"Kraftwerk Salzgitter";"Maschine 4";"Kuppelgase";"Ja";"38239";"Salzgitter";"NI";2020;"In Planung";35;"Nein";35;"Nein";35;"Nein";35;"Nein";35
"BNA0238b";"IKW";"Block 7";"Kuppelgase";"Ja";"15890";"Eisenhütten-
stadt";"BB";2013;"in Betrieb";56;"Nein";56;"Nein";56;"Nein";56;"Nein";56
"BNA0864";"Kraftwerk Salzgitter";"Block 1";"Kuppelgase";"Ja";"38239";"Salzgitter";"NI";2010;"in Betrieb";97;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0865b";"Kraftwerk Salzgitter";"Block 2";"Kuppelgase";"Ja";"38239";"Salzgitter";"NI";2010;"in Betrieb";97;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1115";"Gichtgaskraftwerk Dillingen";;"Kuppelgase";"Ja";"66763";"Dillingen/Saar";"SL";2010;"in Betrieb";85;"Nein";85;"Nein";85;"Nein";85;"Nein";85
"BNA1409";"DK Kraftwerk";;"Kuppelgase";"Ja";"47053";"Duisburg";"NW";2010;"saisonale
Konservie-
rung";21;"Nein";21;"Nein";21;"Nein";21;"Nein";21
"BNA0397";"Duisburg Hamborn 5";"Block 5";"Kuppelgase";"Ja";"47166";"Hamborn";"NW";2003;"in Betrieb";225;"Nein";225;"Nein";225;"Nein";225;"Nein";225
"BNA0396";"Duisburg Hamborn 4";"Block 4";"Kuppelgase";"Ja";"47166";"Hamborn";"NW";1976;"in Betrieb";101;"Nein";101;"Nein";101;"Nein";101;"Nein";101
"BNA0486";"Huckingen";"B";"Kuppelgase";"Ja";"47259";"Duisburg-
Huckingen";"NW";1976;"in Betrieb";303;"Nein";303;"Nein";303;"Nein";303;"Nein";303
"BNA0142";"KW Mittelsbüren";"Block 4";"Kuppelgase";"Nein";"28237";"Bremen";"HB";1975;"in Betrieb";160;"Nein";160;"Nein";160;"Nein";160;"Nein";160
"BNA0485";"Huckingen";"A";"Kuppelgase";"Ja";"47259";"Duisburg-
Huckingen";"NW";1975;"in Betrieb";303;"Nein";303;"Nein";303;"Nein";303;"Nein";303
"BNA0219";"Duisburg Ruhrort 4";"Block 4";"Kuppelgase";"Ja";"47166";"Duisburg -
Ruhrort";"NW";1968;"in Betrieb";170;"Nein";170;"Nein";170;"Nein";170;"Nein";170
"BNA0218";"Duisburg Ruhrort 3";"Block 3";"Kuppelgase";"Ja";"47166";"Duisburg -
Ruhrort";"NW";1963;"in Betrieb";95;"Nein";95;"Nein";95;"Nein";95;"Nein";95
"BNA0395";"Duisburg Hamborn 3";"Block 3";"Kuppelgase";"Ja";"47166";"Hamborn";"NW";1958;"in Betrieb";59;"Nein";59;"Nein";59;"Nein";59;"Nein";59
"BNA0217";"Duisburg Ruhrort 2";"Block 2";"Kuppelgase";"Ja";"47166";"Duisburg -
Ruhrort";"NW";1955;"in Betrieb";60;"Nein";60;"Nein";60;"Nein";60;"Nein";60
"BNA0238a";"IKW";;"Kuppelgase";"Ja";"15890";"Eisenhütten-
stadt";"BB";1953;"in Betrieb";45;"Nein";45;"Nein";45;"Nein";45;"Nein";45
"BNA0863";"Kraftwerk Salzgitter";"AB";"Kuppelgase";"Ja";"38239";"Salzgitter";"NI";1939;"in Betrieb";94,5;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0318";"Kraftwerk Fulda";;"Mineralöl-
produkte";"Nein";"36043";"Fulda";"HE";2011;"in Betrieb";24,8;"Nein";24,8;"Nein";24,8;"Nein";24,8;"Nein";24,8
"BNA0894e";"IKS PCK Schwedt";"SE 4";"Mineralöl-
produkte";"Nein";"16303";"PCK Schwedt";"BB";2011;"in Betrieb";59;"Nein";59;"Nein";59;"Nein";59;"Nein";59
"BNA1083";"Spitzenlastanlage Barmen";"Block 2";"Mineralöl-
produkte";"Nein";"42275";"Wuppertal";"NW";2008;"in Betrieb";60;"Nein";60;"Nein";60;"Nein";60;"Nein";60
"BNA0547";"Shell Deutschland Oil GmbH";;"Mineralöl-
produkte";"Ja";"50997";"Köln";"NW";2004;"in Betrieb";97,1;"Nein";97,1;"Nein";97,1;"Nein";97,1;"Nein";97,1
"BNA0894d";"IKS PCK Schwedt";"Block 2 SE 2";"Mineralöl-
produkte";"Ja";"16303";"PCK Schwedt";"BB";1998;"in Betrieb";106;"Nein";106;"Nein";106;"Nein";106;"Nein";106
"BNA0596";"Raffineriekraftwerk";;"Mineralöl-
produkte";"Ja";"06237";"Leuna";"ST";1997;"in Betrieb";92,5;"Nein";92,5;"Nein";92,5;"Nein";92,5;"Nein";92,5
"BNA0894c";"IKS PCK Schwedt";"Block 1 SE 1";"Mineralöl-
produkte";"Ja";"16303";"PCK Schwedt";"BB";1997;"in Betrieb";106;"Nein";106;"Nein";106;"Nein";106;"Nein";106
"BNA1166";"Abfallentsorgungszentrum
Asdonkshof";"Notstromdiesel";"Mineralöl-
produkte";"Nein";"47475";"Kamp-Lintfort";"NW";1997;"in Betrieb";4,8;"Nein";4,8;"Nein";4,8;"Nein";4,8;"Nein";4,8
"BNA0369";"Spitzenlastkraftwerk Sermuth";;"Mineralöl-
produkte";"Nein";"04668";"Großbothen";"SN";1995;"in Betrieb";17;"Nein";17;"Nein";17;"Nein";17;"Nein";0
"BNA0516";"MiRO";"Kesselhaus Werk 1";"Mineralöl-
produkte";"Ja";"76187";"Karlsruhe";"BW";1995;"in Betrieb";45;"Nein";45;"Nein";45;"Nein";45;"Ja";22,5
"BNA0517";"MiRO";"Kesselhaus Werk 2";"Mineralöl-
produkte";"Ja";"76187";"Karlsruhe";"BW";1995;"in Betrieb";25;"Nein";25;"Nein";25;"Nein";25;"Ja";12,5
"BNA1293d";"Kraftwerk";"Diesel/G5";"Mineralöl-
produkte";"Nein";"50127";"Bergheim";"NW";1995;"in Betrieb";0,8;"Nein";0,8;"Nein";0,8;"Nein";0,8;"Nein";0,8
"BNA0373";"Spitzenlastkraftwerk
Großkayna";;"Mineralöl-
produkte";"Nein";"06242";"Großkayna";"ST";1994;"in Betrieb";120;"Nein";120;"Nein";120;"Nein";120;"Nein";0
"BNA0894b";"IKS PCK Schwedt";"Block 6 SE 6";"Mineralöl-
produkte";"Nein";"16303";"PCK Schwedt";"BB";1994;"in Betrieb";34,5;"Nein";34,5;"Nein";34,5;"Nein";34,5;"Nein";0
"BNA1337d";"Notstromdiesel";"Notstromdiesel";"Mineralöl-
produkte";;"63741";"Aschaffenburg";"BY";1991;"in Betrieb";0,5;"Nein";0,5;"Nein";0,5;"Nein";0,5;"Nein";0,5
"BNA1007a";"SKW Gasturbine";"SKW Gasturbine";"Mineralöl-
produkte";"Nein";"87448";"Waltenhofen-
Veits";"BY";1988;"in Betrieb";24;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1212";"DKW Nord";;"Mineralöl-
Produkte";"Nein";"87719";"Mindelheim";"BY";1988;"in Betrieb";11,4;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1227";"DKW Leinau";;"Mineralöl-
produkte";"Nein";"87666";"Pforzen";"BY";1983;"in Betrieb";11,4;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0427";"Kraftwerk Hausham";"GT 1";"Mineralöl-
produkte";"Nein";"83734";"Hausham";"BY";1982;"in Betrieb";23,4;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0428";"Kraftwerk Hausham";"GT 2";"Mineralöl-
produkte";"Nein";"83734";"Hausham";"BY";1982;"in Betrieb";23,4;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0429";"Kraftwerk Hausham";"GT 3";"Mineralöl-
produkte";"Nein";"83734";"Hausham";"BY";1982;"in Betrieb";23,4;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0430";"Kraftwerk Hausham";"GT 4";"Mineralöl-
produkte";"Nein";"83734";"Hausham";"BY";1982;"in Betrieb";23,4;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1004";"Kraftwerk Walheim";"WAL GT D";"Mineralöl-
produkte";"Nein";"74399";"Walheim";"BW";1981;"in Betrieb";136;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1007b";"SKW Diesel";"SKW Diesel";"Mineralöl-
produkte";"Nein";"87448";"Waltenhofen-
Veits";"BY";1978;"in Betrieb";10,5;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0083";"Wilmersdorf";"Wilmersdorf GT2
und GT3";"Mineralöl-
produkte";"Ja";"14199";"Berlin";"BE";1977;"in Betrieb *";184;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0222";"GT";"GTKW";"Mineralöl-
produkte";"Nein";"40233";"Düsseldorf";"NW";1977;"in Betrieb";86,2;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1092";"Zolling";"GT1 & GT2";"Mineralöl-
produkte";"Nein";"85406";"Zolling";"BY";1976;"in Betrieb";50;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0648";"Dampfkraftwerk Marbach am
Neckar";"Marbach III GT
(solo)";"Mineralöl-
produkte";"Nein";"71672";"Marbach";"BW";1975;"in Betrieb **";85;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0649";"Dampfkraftwerk Marbach am
Neckar";"MAR III DT";"Mineralöl-
produkte";"Nein";"71672";"Marbach";"BW";1975;"in Betrieb **";263,5;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1036";"Kraftwerk Werdohl-
Elverlingsen";"E 1/2";"Mineralöl-
produkte";"Nein";"58791";"Werdohl";"NW";1975;"Vorläufig
Stillgelegt";206;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0141";"KW Mittelsbüren";"GT 3";"Mineralöl-
produkte";"Nein";"28237";"Bremen";"HB";1974;"in Betrieb";86;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0379";"Ingolstadt";4;"Mineralöl-
produkte";"Nein";"85098";"Großmehring";"BY";1974;"in Betrieb **";386;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0937";"Restmüll-Heizkraftwerk
Stuttgart-Münster";"MÜN GT16";"Mineralöl-
produkte";"Nein";"70376";"Stuttgart";"BW";1974;"in Betrieb";23,3;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0938";"Restmüll-Heizkraftwerk
Stuttgart-Münster";"MÜN GT17";"Mineralöl-
produkte";"Nein";"70376";"Stuttgart";"BW";1974;"in Betrieb";23,3;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0939b";"Restmüll-Heizkraftwerk
Stuttgart-Münster";"MÜN GT18";"Mineralöl-
produkte";"Nein";"70376";"Stuttgart";"BW";1974;"in Betrieb";23,3;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0993";"Irsching";3;"Mineralöl-
produkte";"Nein";"85088";"Vohburg";"BY";1974;"in Betrieb **";415;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0378";"Ingolstadt";3;"Mineralöl-
produkte";"Nein";"85098";"Großmehring";"BY";1973;"in Betrieb **";386;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0766";"Audorf";;"Mineralöl-
produkte";"Nein";"24783";"Osterrönfeld";"SH";1973;"in Betrieb";87;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1060";"Wilhelmshaven";"GT";"Mineralöl-
produkte";"Nein";"26386";"Wilhelms-
haven";"NI";1973;"in Betrieb";56;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0759";"Itzehoe";;"Mineralöl-
produkte";"Nein";"25588";"Oldendorf";"SH";1972;"in Betrieb";88;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0894a";"IKS PCK Schwedt";"Block 5 SE 5";"Mineralöl-
produkte";"Ja";"16303";"PCK Schwedt";"BB";1972;"in Betrieb";28;"Ja";7;"Ja";14;"Ja";21;"Ja";14
"BNA1015";"Wedel";"GT A";"Mineralöl-
produkte";"Nein";"22880";"Wedel";"SH";1972;"in Betrieb";50,5;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1016";"Wedel";"GT B";"Mineralöl-
produkte";"Nein";"22880";"Wedel";"SH";1972;"in Betrieb";50,5;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0085b";"Moabit";"Moabit GT 7";"Mineralöl-
produkte";"Nein";"13353";"Berlin";"BE";1971;"in Betrieb";34;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0647";"Dampfkraftwerk Marbach am
Neckar";"Marbach II GT";"Mineralöl-
produkte";"Nein";"71672";"Marbach";"BW";1971;"in Betrieb **";77,4;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1280";"Kraftwerk";"D210";"Mineralöl-
produkte";"Ja";"50389";"Wesseling";"NW";1962;"in Betrieb";90;"Ja";22,5;"Ja";45;"Ja";67,5;"Ja";45
"BNAP230";"Marbach";"GT X";"Mineralöl-
produkte";"Nein";"71672";"Marbach";"BW";;"In Planung";300;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"KW<10 MW";;;"Mineralöl-
produkte";"Ja";;"ohne
Zuordnung";;;"in Betrieb";502,3;"Nein";502,3;"Nein";502,3;"Nein";502,3;"Nein";502,3
"BNAP088";"KW Versetz";"KW Versetz";"Pumpspeicher";"Nein";"AT";"Kaunertal";"AT";2030;"In Planung";400;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP077";"SKW Kühtai";"SKW Kühtai";"Pumpspeicher";"Nein";"AT-
6183";"Kühtai";"AT";2026;"In Planung";130;"Nein";0;"Nein";0;"Nein";0;"Nein";0
